COMMENT,LABEL
Trường Hải  cơ ng quen kìa,neutral
Như Điệp ôi nhớ quát nhớ lúc đó che dù nữa mà phải hơm ,positive
Nhẫn Nguyễn bỏ thì thương mà vương thì mắc cười,positive
 tao mong m đel đậu vào uit,negative
Nguyễn Kim Thùy khu Ddân nha,positive
Ctxh kìa mn ơi ,neutral
Mỹ Anh Trần dạ e hok bk chơi đc tham gia hok chị,neutral
Tấn Lộc hi vọng bạn thấy cmt vs lượt hahah của tui	,positive
 bạn inb mình thử đi,neutral
Lê Văn Thanh  mỗi bạn này xài ip cao to thơm tho các kiểu,positive
Tí Chuột  muốn ở với tui lắm rồi chứ gì,negative
 Sai rồi Phải nói là BIDV bỏ tiền để độc quyền ở KTX ,negative
Hóng win 10 20H2 thôi,neutral
Thanh Hải Thế mới kinh chứ ,negative
Quốc Huy bye Huy,neutral
Đinh Xuân Vũ tao thấy có gì sai sai mày ạ,neutral
Phương Hoàng thiệt mà Toàn d1 người đi mây về gió ở không á,positive
Tống Lam còn lâu lắm bạn ,neutral
Nguyễn Đức Thịnh giới trẻ bây giờ sao lại thích chơi đồ thế nhỉBuồn cho 1 thế hệ ,negative
Ngọc Yến nhiều vấn đề phức tạp ghê haiz,negative
 trời đất quỷ thần thiên địa phật bồ tát ơi tình đầu có khác mắc cỡ bẽn lẽn wá trời,negative
Hoàng Thư để ở năm 1 coi sao đã,neutral
Nhã Vi câu hỏi khó trả lời quá nè,negative
Phát Võ haha,positive
 nguyên tắc đầu tiên khi gặp crush đó là nhớ đúng tên Thanh Hiến ,positive
Chan Milan Hỏng biết bạn ấy nằm trên hay nằm dưới 	,neutral
hoi unf em cũng kb lại,neutral
Manh Quan thì ra là vậy ,neutral
Phúc Thuần Nguyễn fboiz phải mỗi trường đhqg 1 đứa,negative
Thu Liên chớ thứ gì nữa Đợt đó là t trổ quạo lâu rồi ,negative
Buồn chút thôi ụa sao bữa mình đóng tiền ktx phí tới 22k lận ,negative
Ghê thật nhìn thấu nhân sinh luôn,negative
Phuong Anh do dĩ iu bày hớt á Ngoc Di,neutral
Hoàng Long ghê ghê ,negative
Quốc Thành đứa nào nó ngựa chọc tao cho dui mầy ư ê nào nhắn tiền hb nhắn tao nhen,neutral
Trương Minh có thể hiểu nôm na ,neutral
Thùy Dương Kon gái tôi mà kô chối bỏ thế àh,neutral
Trần Trung Trực bớt đâm xuồng bể cho em gái kao kiếm phi công coi,positive
 không phải vậy đâu	,neutral
Nguyễn Gia Nghi me cũng học tự nhiên T_T,neutral
Như Khang Ngán ghê   dải ngân hà,negative
cắn bậy hoài m tao xích m bây giờ,negative
Yêu t hả 3,neutral
Ngoc Di có hog giữ mất công tìm ,neutral
Nguyễn Duy viết à,neutral
Lê Kiệt vào Nhân văn chắc là kiếm bot rùi 	,neutral
Đạt Trần nè,neutral
Inb xàm ngôn loạn ngữ Chuyển động 24h đi Mà phòng t hình như chưa đóng điện nước,neutral
Hưng Nguyễn  ông lại đùa ròi tôi mất gốc lập trình lun này,negative
Vũ Quang Trung tại ad thấy có bạn xài z á  chứ ad tối thiểu thì 2tr5 vậy ,positive
Huỳnh Thiện Tùng bạn đó ở ktx mà _,neutral
Vinh Trương ủa tui là tui khuyên chân thành vậy mà,positive
Trọng Phong sao pạn,neutral
Thái Thanh hong cho,positive
Hằng Trần người bạn thân bao năm qua cùng sẻ chia ,neutral
Hoàng Mai bạn nào,neutral
C6 chào nhau cái mn ơi,positive
Nguyễn Tuấn tóc t có dài đâu Có cu t dài à,neutral
Nhi Ang hít hà,positive
Thành Vinh hít kìa má ,neutral
Chả ai như em FB Đặng Thị Tố Nga nha mn,positive
Ai My khuya rồi để t yên,neutral
Tram Dinh nhớ vụ đi chui vô ăn dầm nằm dề mấy bữa lun,positive
Henry Phạm Ngọc Như sanh diên hữu cơ đi vài đường cơ chế cho nó coi Nó đem AO ra nói chiện nè ,positive
Le Hoang Anh tội bạn tui ,negative
Long Mơ thì tui đọc vui mới thấy hài đó mơ hjhj,positive
Thanh Phong tui nói sai hẻ hiuhiu Nói đúng mờ,positive
Phạm Quang Thìn  vậy  nói vậy  bạn gái tương lai t buồn  sao ,neutral
Lê Nhật Minh thầy của con đẹp mà he,positive
Kim Thảo  xịn để em update thêm ,positive
 tặng N,neutral
Mặt Trời Nhỏ ơ bạn này hay nhờ Đã nói đúng mà còn nói to thế,positive
Xuân Nguyện gớt nước mắt ,negative
đem trả mà bị nói vậy gặp tui tui cho điện thoại bay dô tường thật mạnh rồi mới trả,negative
Cào cào lá tre Thành Phạm Ngọc này đợt đó mình hỏi là đợt bổ sung hk1 rồi á,neutral
Quỳnh Hương  Tại lúc mình hỏi thì chị trưởng nhà nói phải đóng trên ap hoặc ra ngân hàng BIDV ấy,neutral
Nguyen Ngoc Uyen Vy Ẻm rồi chứ còn ai ,positive
 Lộc Tấn ê t thả  rồi thấy ổn hông có mối đi trung thu rồi huhu,negative
Đào Thiên Phước  mình đi đường òng đến thành công thôi ,positive
Đinh Tùng Phong  oh  em thề là em không thấy ,neutral
Nguyen Ngoc Uyen Vy ủa ib kể rõ ik,neutral
 năm ở KTX khu A chỉ bắt duy nhất được 1 lần 1 em thờ ri khoang,positive
Như Thường  úi dùi ui ghê quák,negative
Lưu Văn Trường cmt đậm vị muối biển,positive
Hải Yến có kinh nghiệm chôm đth quá dạ ,positive
Phạm Vũ hít đi m,positive
Tạ Minh Tâm,neutral
hôm nay vinh hạnh quá được chở hai chị đại Hà NguyễnThanh Huyền ra bến xe buýt ,positive
Tìm ny,neutral
Nguyễn Duy Hoàng qua tòa E ăn cơm bạn êy qua chợ đêm ngắm gái cái rồi về đe,positive
Thủy Thanh sự thật mất lòng rảnh hông gì làm hả bạn,negative
Lê Hưng để lại 1 phân thân thần niệm ,positive
 né chị này ra dùm Nhi PhạmTại chỉ khùn lắm hong dth đâu đừng tán,negative
 phòng mình còn không có quạt trần mà sửa ,negative
 giới thiệu tới em chủ tịch clb Phạm Tuyền,positive
Phạm Nguyễn Hoài Dy thường khu B hình như là có nhà vệ sinh riêng hết ,positive
 có thể bạn chưa biết cận thị không đeo kính sẽ khiến độ cận tăng lên theo thời gian,neutral
Phúc Nguyễn lên Q10 vẫn không quên nhiệm vụ ha m ,neutral
Nguyễn Việt Hoàng ca này căng quá anh xin phép rút lui đi code game,negative
Tức,negative
Lãm với huỳnh có nhiêu gom hết tụi kia lấy gì memlem nữa ,neutral
Nguyễn Hoàng Thế Bảo thầy hãy tha cho các em,negative
Bích Ngọc dô hướng dẫn số 1 ,neutral
Chào các bạn mình là nữ là cái tay cào phím rồi,positive
Ý mình có lại fan cứng,positive
Nguyễn Thành Trung cả  và  trung đều lo được nha,neutral
Hoài Giao rep em số 1 kìa ,neutral
Quốc Trưởng vốn không định rảnh vậy đâu cơ mà nó cứ đập thẳng vào mắt	,positive
 Tu Vo nói câu cho bạn ếy hết tự ti coi anh yêu cao 1m59 3,positive
Mới ib xong và không ngoài dự đoán,positive
Hu Nguyen ủa đập xong quăng ô bụi rồi cam nào ngoài trời mà thấy ,negative
Mỹ Quỳnh dị mà hẻm ai mua,negative
KTX ĐHQG Confesions  vậy UEL khi nào nhập học ạ Em cảm ơn ạ,neutral
Sống được 1 tuần cái quên đi cảm giác xa nhà ấy mà ,positive
Chừa mình nữa ,neutral
Kim Thoa ối dồi ôi,negative
Nguyễn Chí Bình Vô tương tác coi,neutral
Hít hà trước đọc sau,neutral
Hồi đấy đi xe 19 thì phải bắt từ bến trường Nhân Văn chứ không phải ktx 8 9 năm rồi m không nhớ nữa,positive
 mình biết mà  mình cũng đang chờ cậu đây hahaha,positive
Nguyễn Thị Kim Chi e m coi chưa,neutral
Huỳnh Trần Lyn đâu chui vô cfs trg tớ thế,neutral
Hung Thanh Nguyen cũng chăm lắm he,positive
Nguyễn Văn Phụng lốp xe ruột đâu ,neutral
Nguyễn Đình Hùng chấm chấm hỏi,neutral
Chắc là ai đó trêu mình thôi mà mn ,neutral
 thấy chương trình cũng như nhau,neutral
 hình như của NV Hà Nội,neutral
Nguyễn Thành Nhân có Thành Tài mà ,neutral
 review 3 hệ đều học ở trường nha emkhông học ngoài đường hay ngoài chợ đâu em yên tâm,positive
Thích thể hiện ta đây đồ Mà ngoài giỏi kiểu vậy hình như quên no đâu đấy,negative
cmt giữ fan cứng,neutral
Thanh Tùng Vũ Hán đăng lên hỏi mình Á Khoa không biết có ào đc lớp tài năng không nhỉ ,positive
Phan Lê Na  T tưởng m giúp  chứ 	,neutral
 hok có Nguyễn Văn Tú mà có Nguyễn Thanh Tuấn Tú đc hong,neutral
Nguyễn Trần Mỹ Hạnh nay công khai henbà cấp bằng lái chứ ai mà hỏi,neutral
Nếu là hỏi gái là tui  rồi đóa,neutral
 đi ăn lẩu ké,neutral
Nguyễn Tường t thấy m tring này,neutral
Trọng Phong ừ,neutral
Lê Thị Thủy  có phải bạn mình không tar	,neutral
Cindy Nguyễn oke bồ chưa thấy lúc nào m làm t yên tâm như lúc này,positive
Vy Vy Tú Li phân vân quá không biết tag ai bh,neutral
Thanh Trúc Phan chưa zô mà nó bảo gay cmnr l,neutral
Phương Anh Lâm Hoàn chém gì kinh vại ,negative
Sai lầm lớn nhất đời m là chuyển vô ktx Hoa Linh,negative
Gke,negative
Cho em xin review về ktx khu nhà AG3 ạ,neutral
Phạm Trung sống lâu lên lão làng thôi chứ có học hành cm gì đâu tèn,positive
Đặng Nguyễn Ngọc Hân oke luon,positive
 đi 1 mình đi má làm như chọn chồng hay gì,neutral
Bùi Thị Hậu ập vào Nhung chứ có ập vào An đâu Rin Yukishita ha ,neutral
 Rút nguyện vọng sớm để còn kịp,neutral
Đặng Trung Hiếu làm quen dần ,positive
ước gì cũng có người lên đây kiếm em ,neutral
Kim Mai để tối nào t cũng nhún cho m khỏi ngủ,neutral
Tụi bây đang tua nhanh những cuộc buôn dưa lê của phòng đấy à,positive
Bích Vân kím m kìa,neutral
Kim Vân nhìn mặt nó giống mặt em ge vx ,positive
Năm nay có mà thử Bùi Triệu Vượng,positive
Khánh Lương áo đen của m hả ,neutral
  chắc ma xài á Nghĩ vậy cho ktx vui,positive
Lê Kiệt đánh LK làm trùm trường đc roài,neutral
Huỳnh Song Uyên sắp tới còn nổi dữ nữa,neutral
May là 2 đứa đó nó nắm tay thôi nha Chứ nó mà  là chắc bác đốt nhà nó hử ,negative
Ngọc Hiền  ơ Bình ah  tháng sau đi nha,neutral
 thi thôi em chứ đậu hay không là còn do em nữa ,neutral
học trên đầu t nè,negative
 Ngày đầu tiên TKB trong ap chưa cập nhật mà bạn ơi bắt đầu từ 8/9/2020 mới có,neutral
Hoàng Long t chỉ nói là gần như thôi mà,neutral
Trần Phi Long  dạ em cảm ơn tại em thấy coi review trên mạng chủ yếu chê csvc của bên đại trà ấy,neutral
Nguyễn Minh Nhựt con quái vật Minh Nhựt,negative
Ánh Ngọc  chuẩn bị tinh thần,positive
Mai Mai Bich Vy Tran tụi m đã quen rồi nhở ,positive
Vương Thị Hồng Na  liêm sỉ tí chị ơi ,negative
 Hoàng Long Phạm Thiên Trang đỉm Mac kao không,neutral
 Hiến Thanh phải bạn mình hơm ta ,neutral
Quốc Hưng tui vừa ứa gan vừa ngứa tay nữa phải tui gặp là tui cho vài cái bộp tay rồi,negative
Võ Thị Cẩm Tú hồi xưa chắc bợn cũng vậy nè,neutral
Nghia Le dạ còn học phí thì trung bình 1 năm bao nhiêu ạ,neutral
Huyền Anh a có thể hãm trong im lặng màtại sao lại khoe cho cả cái trường biết ,negative
Thu Hiền ủa c có học không,neutral
Tony You  bên trường vui nhỉ có drama khg,positive
Trung Huỳnh  chốt các chú 50,neutral
 Đưa IPhone 11 pro max đây mình coi thử cho,neutral
Phốt Phát ờ vậy bạn có dứt được bạn D không,neutral
Thời sự VTV,neutral
Mỹ Ngân đúng rồi Như mình mà 1 trong số đó nè ,positive
Le Hoang Anh bài học đáng nhớ,positive
Lương Quốc Đạt là hông có lên đăng cfs hỏi mình phải làm dì với ty của mình đó bạn ,neutral
Quyen Nguyen đâu có nà skinship thôi ahuhu vẫn thương thương Quyên lắm nà,positive
 chỉ cần có mặc đồ là được còn lại thì không quan trọng,neutral
Văn Đức Yên hihi,positive
Nếu dùng python thì còn gì mà học  thư viện nó có hết rồi còn chi nữa ,negative
 Ngô Thị Tố Nguyên nghe đồn ck m ,neutral
 mình viết chữ bằng bút máy cực đẹp ,positive
Khả Trình  nơi nào có ah trình nơi đó có e,neutral
Hữu Đức Lê t dui gừn chớt ,positive
Hoa khôi Nét đẹp sanh diên 2018 nha ông  chán,negative
Đặng Nguyễn Ngọc Hân mỗi ngày đều gặp ,positive
Khương Duy rành dậy,positive
Đông nước lại thành đá rồi bỏ vô,neutral
Hoài Ngọc for you,neutral
Kêu vậy nói sao không ra  Siri nha Siri cũng có tự trọng nha kêu sai tên nó không hiện lên đâu,positive
Bà ơi anh IT nghiêm túc đây này Hân Hân ,positive
Thảo Hồng đọc áp lực điểm thực sự,negative
Hàn Ny Phạm m nhớ không ,neutral
Tiến Xuân Nguyễn coi cho biết ,positive
Phú Lộc sao em làm thế đc Mấy anh bên HTTT đấm em,negative
à thêm thằng Nguyễn Văn Đạt này nữa nha bạn ơi,positive
Aizo lên Fan Cứng dòi,positive
Đỗ Trần Phương Nam mình còn tiền này thôi bank không qua,neutral
Lan Anh t nghĩ số 3 hihi,positive
Quỳnh Như Nó gon ,positive
cậu bé lại nhớ anh ,neutral
 mặc gì cx đc đừng mặc combo sơ mi quần thể dục là đc ,negative
Jen Huỳnh wow m	,neutral
Linh chụp ảnh cùng idol tại thang máy,positive
Thanh Ngọc  phải em iu hk ,positive
 Phạm Nhật Phi Các em giờ như tấm chiếu mới mua vậy Giờ nhìn lại hồi đó tui còn khổ hơn vầy,negative
Thảo Nguyên Nguyễn Bùi đc em ơi nếu không ở có thể xin lại tiền đấy,positive
An An kam ơn lời khuyên của bạn,positive
NT Khang giống cái chỗ sức hút của NHSĐ thôi,neutral
 quất luôn em ơiTích nhân phẩm là được,positive
Hoàng Đào Khánh Linh BẮT BUỘC TỰ NGUYỆN,neutral
Tuấn Đạt rồi ngồi đàn có bị nói là gây rối hông ,neutral
KHTN_Cfes alo gì đây,neutral
Kim Thoa tèo téo teo,neutral
ơ hay sao lại gieo hy vọng rồi lại dập tắt thế nhò ,negative
Hoàng Diễm năm 3 rồi kìa đủ tiêu chuẩn rùi,positive
Nguyễn Linh tháng đầu cố gồng gánh hài từ từ mở lại nha,neutral
Giờ t mới biết là để avatar động vật bị kì thị,negative
Hoàng Phúc Nguyễn Tấn Phúc bạn tìm kìa ,neutral
 Quyên Hạ Vũ Hồng Nhung Yến Nhi vô đây mà cho 1 lời khuyên kìa ,neutral
Hưng Lê hehe,positive
Đỗ Quân ,neutral
Hoàng Nhật ok nữ Nhật nhớ,neutral
Nguyễn Phú Hiếu t có thấy gì đâu,neutral
LêNgọc PhươngAnh phát ngôn của mấy đứa thượng đẳng thôi e  e còn 1 năm để cố gắng mà cố lên nha,positive
Oanh Trần  quên,neutral
Phúc Tú Lê bao nhiêu cũng không đủ ,positive
Ủa mà tao thấy cfs này nó hơi xạo đúng không Nếu nó viết lên đây thì bé kia sẽ đọc được thôi mà,neutral
Vũ Khang  t nhớ rõ ràng nha,neutral
Quỳnh Phương  hong phải váy beo mới được ,neutral
Very lạnh lùng,negative
 đích thị kiếm Ngọc Anh rồi,neutral
Trần Tuyết Băng tụi mình không cô đơn ,positive
Nguyen Pham 3đ lạc đề ,negative
 Cao Tấn Thanh m hả ,neutral
tag nhẹ bạn Nghĩa Đoàn ,neutral
vai lon,negative
Ngọc Tuyền t leo đàng hoàng mà ta,neutral
Trang Trần có gì nhắn chị địa điểm với thời gian nha,neutral
Nguyễn Hoàng Hiệp ThôiVề với NươngHong hỉu nổi mấy bn đàn ông các bạn ,negative
Đăng Khoa sắp có rồi nên chuẩn bị trước đi nha,positive
Đặng Huệ Mình sẽ giảm cân để bớt chiếm không gian,negative
Kiết  m nói thử xem,neutral
Sao bạn hồ đồ vậy N,negative
 có a Đạt này hơi khùng tí dùng cũng được nè e,positive
yang hồ à ,neutral
 Còn đang bận học lập trình nên chưa có người yêu đâu ,neutral
Đắt hàng nhể ,negative
Nga Nguyễn   vậy chị giỏi mà nghe danh luôn,positive
Lót dép ngồi đây hóng gạch thôi ,positive
Hiền Trần thôi hít đi  xem sv HKTN bày về cách chăm sóc da là pha cồn 96° vs BHA 2 ,neutral
Nguyễn Hữu Tính  m viết à ,neutral
Cắt cu,negative
Ngộ ha,positive
Họp về sẽ được dọn ra sống tự lập sớm thôi,negative
Thai Truong Nguyen duma ,negative
Trung thu này Như Yến bận đi với mình rồi bạn Nguyễn Thức Đinh Thảo Oanh Trâm Võ,neutral
 BA nè Dev nè QC/QA nè giỏi thì BrSE PM ,positive
Trương Tuấn Khôi  toi là khẳng định cái này đúng ạ,positive
Nếu bạn không được xinh thì bạn phải giỏi  T đang dùng câu đấy làm động lực cho bản thân ,positive
đỡ e sửa lại cái nết cô giáo ạ  tại hơi mập í cô giáo,positive
Bình Nguyễn thì mua đây ủng hộ cũng được dẫy ,neutral
Công đã có giấy báo đậu rớt gì đâu anh ơi  đau khổ,negative
Cứ mỗi kỳ tân sinh viên là tương tác cfs lên hẳn từ chấm đến phẫn nộ các kiểu  vậy Cơ mà vui,positive
Thanh Nguyên Mt giờ ở đâu rồi ,neutral
Nguyễn Trung Hiếu ví dụ 1 thằng gay ,neutral
có khi ngta có đăng nhưng có hạn chế người xem cụ thể,neutral
Em tưởng anh bị bệnh đường ruột,neutral
An Lam Giờ facebo nó là nguyễn thanh tùng á bạn,neutral
T làm éo có đuôi khéo đấy đuôi m ấy,negative
Phúc Tiến em lo khóa luận đi nha em ,neutral
Hữu Duy trên web không thấy mục yêu cầu chuyển phòng ,neutral
Hồ Thành Danh câu chuyện muôn thuở ktx Tập 1  Giường trên,neutral
Trần Long t hơi lo lắng khi recomand tụi nhỏ vào đây  xin m cho ý kiến,negative
Trung Chinh em xin ô clb được không anh ơi ,neutral
  hóng ké,neutral
 Để được ad vô gr KTMT k15 nhé ,neutral
 Em ăn nai hay bò nè,neutral
 bao nhiu mà lên ạ Cho em 1 trường hợp đi ạ ,neutral
Phong Lê cmt dạo muôn nơi q,neutral
Bạn có thể chuyển lên giường trên mà nằm  lúc đó không ai đụng đạp gì bạn nữa đâu,positive
Trung Đức Lê  bị  9đ quá trình thì có nên mail hông ,positive
KHTN_Cfes thâu thâuđừng biện minh cho xự dối chá của chính mình ,neutral
Huỳnh Tấn Thọ hay quá he,positive
Susu Hi t chỉ bắn dây thun thôi m oi,positive
Như Phương đm CMD về tới trường mình rồi hả ,neutral
Lâu lâu phốt vậy thôi chứ vui mà,positive
Bởi vậy khi nhiều hơn 2 ngta không gọi là yêu mà là se Cún,neutral
 Béo rồi giảm cân CDM luôn chứ được gì đâu bạn _,negative
Trần Phi kh có nhu cầu gặp cảm ơn chúk ngủ ngon an yên,positive
Hự hự đào hoa thật là khổ quá mòa các nàng mau xếp hàng để trẫm thị tẩm nào,positive
 già dú khí đá  Hồng Thủ,neutral
Cường run giùm ,negative
Yen Nguyen Hai để đến năm sau thì phải trả lãi nữa là thành 2 cây,positive
Nguyen Nghia thôi đừng chửi nào mình đấm thôi	,negative
Bùi Huyền My ở một kì xem thế nào đã rồi tính tiếp,positive
Trí Nguyễn z th mình với bạn đi chỗ khác chơi ha,positive
Đọc xong mà hông hiểu gì hết trơn Mơ hồôôôô,neutral
 bạn cần tìm người làm đồ án cùng với chia sẻ kiến thức th bạn bè cũng không cần thiết lắm đâu,positive
Nguyễn Ngọc Tuấn ông phải không ,neutral
Tạm biệt KTX ĐHQG khóc xong rồi thì đi ngủ chứ ai gảnh mua poster đâu mà cất,negative
Chúng ta cần bàn luận về vấn đề của mình bạn ạRằng mình thật sự trong sáng,neutral
Vương Mỹ Hoan ỏ cảm ơn baby,positive
Trí Thành em buồn mà em đâu dám nói,negative
Duy Thảo Lan Anh số 3 Mà chạy bộ chắc không phải Lan Anh rồi,neutral
Hữu Huy  SV gì đâu mà lại nhận xét GV  như vậy,negative
The Real Le Khang  nghiện vào là giở rồi cậu ơi,positive
Thu Hằng hok xợ thầy hả ,neutral
Thanh Nhi sale rớt giá dữ,negative
Lê Nhựt Nam gánh e a ơi,positive
Châu Pha Nguyễn  trùng tên thôi ,neutral
Sáng chiên gia nè ,positive
Riêu Cua gì thử  bên kia đoé rep t thì t đi tìm đứa khác ,positive
May quá ,positive
đấm nó,negative
Huyền Anh biết đâu đc cao thêm xíu nữa hả ,neutral
Duy Tân Đỗ nãy t méo thấy đoạn ông kia vmt t chỉ thấy cái link ,neutral
Nguyễn Việt Hoàng OK anh,positive
chấm nhiều chấm để vài bạn có thể thấy đc bài đọc này ,neutral
Dương Đức đọc cmt ,neutral
Thùy Tiên mình giống bạn nè 2 đứa 300k KHÔNG LẼ “ĐỒNG GIÁ” À ,neutral
Drama dui quá,positive
Thanh Phan không thik dev cơ à,neutral
Có cũng hong thèm ,negative
Huy Hoàng vặn cái vòng chỉnh lực nước ở trên á bạn,neutral
quan trọng là bạn là zai hay gái chớ,neutral
Lỡ gửi lời mời kb mà kh đc ac thì cũng như không ,neutral
Mai Thị Hà Ngân khóc kiểu dễ thương á ,neutral
Phạm Thị Như Ý sợ rớt o,negative
Sao giờ ktx nó hãm vậy ra sớm hên vl,positive
Đại Nguyễn thầy kỳ ghê,negative
Cap nào cũng nhằm thuận tiện cho  Ktx ,positive
 phốt ai thì phốt đừng lôi chị X của ad vào được không  chị đã khổ lắm rồi ,negative
Hưng Trần thế anh đưa chú chiếc audi ,positive
Bảo Beo quí bửu gì cậu,neutral
Đinh Xuân Vũ bạn nào đó mà đọc đc cmt này chắc buồn lắm ,negative
Mỹ Tâm được nha em,positive
Thanh Long có khi xin bạn long thủ đức mà xin lộn á,neutral
Hồ Lê Thục Hiền  hằng ngày nương nương sẽ xuống dùng điểm tâm ở căn tin nha má,positive
Vũ Thị Phương Thảo xin in4,neutral
Tần Thùy Trang cảm ơn chị ha,positive
Thành Nhân  Tui gai ông lâu rồi ó ,negative
lót dép hóng ké ,neutral
Thư Sil m9 độn cái sừng ai lại muốn bao giờ,negative
Thủy Thủy câu chuyện giường trên giường dưới Túm lại là cứ ngủ chung như tụi mình ổn cả đôi đường ,positive
Kiều My buồn ,negative
Bị biến thái sờ ciu trên xe số 53 và đó chính là Numacunbetvantenlucba ,negative
Trương Quang Minh cơm với muối ,negative
Phan Ngọc Anh Thư  chị đừng phốt e huhu,negative
Bùi Thị Hiền Lương cười xỉu,positive
 hóng ké lẩu Phan Minh ĐạtNguyễn Tăng Danh Thắng,neutral
Vĩnh Khoa hít hà đêm khuya coi mấy cfs trúa hề gây drama ,neutral
Em tân sinh viên Kỹ Thuật Máy Tính CLC nghe nói ngành này thú vị lắm đúng hông các anh chị 	,positive
Nguyễn Khánh Duy t đang tịnh tâm đừng gọi hồn t lên,neutral
Kiều Vũ Minh Đức  Dữ dằn,negative
Nếu bạn giỏi xuất sắc thì đẹp nó chả là cái gì cả  cố lên,positive
Hòa Đình à vậy đó hả Bạn xem mình xoá chỗ nào,neutral
Đặng Thị Bích Ngọc rầu bạc tóc ,negative
Ở rừng thì theo luật rừng thôi ,positive
 nghiệp quật chết nha ranh con	,negative
 cơ hội cao lắm nên đợi đi em,positive
Nguyễn Hậu mình vẫn còn ế sml đây nè,positive
Lạc Lạc  Malibo chỉ có lương khô hoi ,neutral
Trương Gia Thạch t đọc t cũng quạu luôn ó ngành nào cũng học sml chứ tầm thường cái gì ,negative
Võ Mi Nương  Thật áNăm ngoái tia dk anh mà trêu mk lúc mk nhập họcH không tìm thấy áKhóc dòng sông ,negative
Hung Thanh Nguyen có gái trả lời cho luôn gòi ạ ,positive
hôm trước lỡ mồm mà sao nay có người hỏi ,neutral
My Trà học ở đâu ,neutral
  Đức Thịnh Trần bồ của ông hả ,neutral
Chuan qua ban Vu oi,positive
Anh có thể dạy em cua gái bằng tiếng Anh được không ạ ,neutral
Sarah Tra ghe ,negative
Từ Thanh Dương em chuẩn bị thi lại ào đó anh ưi ,negative
 Ừ  Bạn nói có vẻ đúng  Đúng với cái nết của bạn ,negative
hơi ghê _,positive
Quyên Phạm này m thèm lắm ,negative
Quốc Hưng   em xin info các chị thôi thì các anh sẽ bùn lắm ó ,negative
Lê Kim Tuấn  đọc thằng viết bài muốn đấm cho phát khinh thg người khác vãi,negative
Tuấn Vũ Đỗ UIT không ,neutral
Duy Duy đến h t còn chả nhớ t được nhiêu điểm,neutral
Satomi Kudo real Mới đọc cmt ở dưới thấy cũng đoán giống t vậy chắc là đúng rồi ak,positive
Thành Hải đọc cmt cho vui thôi,positive
CT Luân thấy không care cái bh đi bắt bẻ ,negative
Hok,positive
Châu Minh Trương Gì z má không phải t,negative
Trúc Lam chắc chúng ta sẽ chia cách từ đây rồi đó Lôm ,negative
Đông Đông trượt 3 xuống 2 là có ngyeu liền,neutral
Jang Nguyen ả Khang Chí con c 2cm không ai thèm d mới phải xài sầu riêng á ,neutral
The Vinh chả hiểu mấy em năm nay sao toàn hỏi mấy câu đâu đâu,neutral
Hà Tiên  À hiểu ời,neutral
Thảo Quỳnh giỏi zị,positive
Học khtn có đc ở ktx của đhqg không ạ,neutral
Học 1 năm mà chưa có bồ giờ phải cạnh tranh ới k20 nữa hả ,neutral
Xuân Thanh thôi để trả tym cho bạn về nha chứ hổng có gì đền luôn oa,positive
Bùi Mẫn Hạo mai mình đi nộp hồ sơ nè là hết kì hen,neutral
Phúc KS  mấy nay gặp mấy bài kiểu này đọc bực quá nên phải vậy,negative
 KHTN thì cũng có this có that Do bạn chưa gặp tui rồi ,positive
Anh Đức o mai len truong xac nhan ne ,neutral
Lữ Hoàng Khang vậy chắc t kể cho t ,neutral
Nguyễn Kim  đăng kí vina 149k 1 tháng 4 gb 1 ngày mà chơi cho lành,positive
Tự dưng ngại ghê,positive
v em sắp là tsv mà nghe cfs làm em hơi sợ ,negative
Nguyệt Võ Minh Thân tag m ,positive
Theo tình thì tình chạy chạy tình thì tình theo mà em,negative
 bạn mua cái bàn phím rời tha hồ cào cấu đập để khỏi sợ hư Macbo nha ,positive
Pham Trong Hieu Iêu em,positive
 câu đầu vần 6 nhưng 3 câu sau vần 5 Hm Cần lắm ai đó phân tích hộ thể thơ này /	,neutral
Đặng Huệ cfs xin in4 là vui rồi,positive
Bùi Huyền My  mới biết SG có mùa đông luôn,neutral
Kim Tuyết Giờ không biết kiếm ai đóng hộ đây nè,neutral
Hoàng Huy gì ban chet bay h,positive
 ông anh brother zone đã có người hốt rồi tạ trời ,positive
Muốn nghỉ ker,negative
Hú anh VTV vô bóc phốt chơi 3,neutral
Ngô Minh Nghĩa tên 4 ẩn lận T cũng nghi nó Mà chắc hong rồi ,negative
Võ Nguyễn Khoa Đăng Nguyễn Hưng Tống Hoàng giáo sư hoàng ,neutral
Lê Trường Vĩ Fan cứng nói gì cũng đúng ,positive
 ngon nghẻ ,positive
Nhiều khi người ta hỏi địa chỉ cụ thể á ad,neutral
ngon nhưng ăn xong toàn bị đi ỉa ,negative
 mình nè hihi dù không viết thường xuyên lắm chỉ luyện chữ thôi,positive
Đấm tao nè Dũng Hoàng,positive
Ra trực tiếp BIDV đóng cho lẹ vậy 1 phút cập nhật luôn,neutral
Thanh Phong  póng khùng,negative
Như Quỳnh quá trời rồi ,negative
An Lê kí túc xá đấu nè mày ,positive
Nguyễn Minh Nhựt pùn ,negative
 đi ngủ không bit có hết thích ngta đc không cơ mà ngủ zui lắm,positive
Nguyễn Thúy Huỳnh Thị Diệu Duyên thôi thì t vẫn nên đi mua quần và không có ny ,neutral
